Degree_of_Shortage,Metropolitan_Indicator_Code,Metropolitan_Indicator_Desc,Percent_Pop_Below_Poverty,Geography_ID,County_Name,State_Name
Not applicable,M,Metropolitan,,36061002800,New York,New York
Not applicable,M,Metropolitan,,36061001001,New York,New York
Not applicable,M,Metropolitan,,36061002201,New York,New York
Not applicable,M,Metropolitan,,36061000202,New York,New York
Not applicable,M,Metropolitan,,36061003200,New York,New York
Not applicable,M,Metropolitan,,36061001401,New York,New York
Not applicable,M,Metropolitan,,36061001002,New York,New York
Not applicable,M,Metropolitan,,36061001200,New York,New York
Not applicable,M,Metropolitan,,36061003601,New York,New York
Not applicable,M,Metropolitan,,36061003800,New York,New York
Not applicable,M,Metropolitan,,36061003001,New York,New York
Not applicable,M,Metropolitan,,36061004300,New York,New York
Not applicable,M,Metropolitan,,36061000600,New York,New York
Not applicable,M,Metropolitan,,36061001402,New York,New York
Not applicable,M,Metropolitan,,36061004100,New York,New York
Not applicable,M,Metropolitan,,36061002601,New York,New York
Not applicable,M,Metropolitan,,34011,Cumberland,New Jersey
Not applicable,N,Non-Metropolitan,,29071,Franklin,Missouri
Not applicable,N,Non-Metropolitan,,29113,Lincoln,Missouri
Not applicable,N,Non-Metropolitan,,29219,Warren,Missouri
Not applicable,N,Non-Metropolitan,,29183,St. Charles,Missouri
Not applicable,N,Non-Metropolitan,,20059,Franklin,Kansas
Not applicable,N,Non-Metropolitan,,1716342509,St. Clair,Illinois
Not applicable,N,Non-Metropolitan,,1716346968,St. Clair,Illinois
Not applicable,N,Non-Metropolitan,,1716347436,St. Clair,Illinois
Not applicable,N,Non-Metropolitan,,1716325726,St. Clair,Illinois
Not applicable,N,Non-Metropolitan,,1716327819,St. Clair,Illinois
Not applicable,N,Non-Metropolitan,,1716342873,St. Clair,Illinois
Not applicable,N,Non-Metropolitan,,1716361600,St. Clair,Illinois
Not applicable,N,Non-Metropolitan,,1716366729,St. Clair,Illinois
Not applicable,N,Non-Metropolitan,,1716369550,St. Clair,Illinois
Not applicable,N,Non-Metropolitan,,1716355262,St. Clair,Illinois
Not applicable,N,Non-Metropolitan,,1716373456,St. Clair,Illinois
Not applicable,N,Non-Metropolitan,,1716349399,St. Clair,Illinois
Not applicable,N,Non-Metropolitan,,1716352129,St. Clair,Illinois
Not applicable,N,Non-Metropolitan,,1716370265,St. Clair,Illinois
Not applicable,N,Non-Metropolitan,,1716372988,St. Clair,Illinois
Not applicable,N,Non-Metropolitan,,1716311657,St. Clair,Illinois
Not applicable,N,Non-Metropolitan,,1716324205,St. Clair,Illinois
Not applicable,N,Non-Metropolitan,,1716304858,St. Clair,Illinois
Not applicable,N,Non-Metropolitan,,1703132694,Cook,Illinois
Not applicable,N,Non-Metropolitan,,1708923087,Kane,Illinois
Not applicable,N,Non-Metropolitan,,1708921046,Kane,Illinois
Not applicable,M,Metropolitan,,17157,Randolph,Illinois
Not applicable,N,Non-Metropolitan,,1000593552,Sussex,Delaware
Not applicable,N,Non-Metropolitan,,1000191480,Kent,Delaware
Not applicable,N,Non-Metropolitan,,1000193700,Kent,Delaware
Not applicable,N,Non-Metropolitan,,1000392072,New Castle,Delaware
Not applicable,N,Non-Metropolitan,,1000393256,New Castle,Delaware
Not applicable,N,Non-Metropolitan,,1000591628,Sussex,Delaware
Not applicable,N,Non-Metropolitan,,1000592516,Sussex,Delaware
Not applicable,N,Non-Metropolitan,,1000593552,Sussex,Delaware
Not applicable,N,Non-Metropolitan,,1000590296,Sussex,Delaware
Not applicable,N,Non-Metropolitan,,1000591036,Sussex,Delaware
Not applicable,N,Non-Metropolitan,,1000593404,Sussex,Delaware
Not applicable,M,Metropolitan,,6073015901,San Diego,California
Not applicable,M,Metropolitan,,6073015601,San Diego,California
Not applicable,M,Metropolitan,,6073015302,San Diego,California
Not applicable,M,Metropolitan,,6073015703,San Diego,California
Not applicable,M,Metropolitan,,6073015301,San Diego,California
Not applicable,M,Metropolitan,,6073016502,San Diego,California
Not applicable,M,Metropolitan,,6073016301,San Diego,California
Not applicable,M,Metropolitan,,6073016302,San Diego,California
Not applicable,M,Metropolitan,,6073016000,San Diego,California
Not applicable,M,Metropolitan,,6073016100,San Diego,California
Not applicable,M,Metropolitan,,6073015701,San Diego,California
Not applicable,M,Metropolitan,,6073015704,San Diego,California
Not applicable,M,Metropolitan,,6073015801,San Diego,California
Not applicable,M,Metropolitan,,6073015802,San Diego,California
Not applicable,M,Metropolitan,,6073015902,San Diego,California
Not applicable,M,Metropolitan,,6073016202,San Diego,California
Not applicable,N,Non-Metropolitan,,6077004001,San Joaquin,California
Not applicable,N,Non-Metropolitan,,6077004701,San Joaquin,California
Not applicable,N,Non-Metropolitan,,6077004104,San Joaquin,California
Not applicable,N,Non-Metropolitan,,6077004600,San Joaquin,California
Not applicable,N,Non-Metropolitan,,6077003900,San Joaquin,California
Not applicable,N,Non-Metropolitan,,6077004002,San Joaquin,California
Not applicable,N,Non-Metropolitan,,6077003500,San Joaquin,California
Not applicable,M,Metropolitan,,6095251300,Solano,California
Not applicable,M,Metropolitan,,6095251100,Solano,California
Not applicable,M,Metropolitan,,6095251200,Solano,California
Not applicable,M,Metropolitan,,6095251901,Solano,California
Not applicable,M,Metropolitan,,6095251902,Solano,California
Not applicable,M,Metropolitan,,6095251903,Solano,California
Not applicable,M,Metropolitan,,6095252000,Solano,California
Not applicable,M,Metropolitan,,6095252103,Solano,California
Not applicable,M,Metropolitan,,6095252104,Solano,California
Not applicable,M,Metropolitan,,6095252105,Solano,California
Not applicable,M,Metropolitan,,6095252106,Solano,California
Not applicable,M,Metropolitan,,6095252107,Solano,California
Not applicable,M,Metropolitan,,6095252108,Solano,California
Not applicable,M,Metropolitan,,6095251804,Solano,California
Not applicable,M,Metropolitan,,6095251701,Solano,California
Not applicable,M,Metropolitan,,6095251702,Solano,California
Not applicable,M,Metropolitan,,6095251802,Solano,California
Not applicable,M,Metropolitan,,6095251803,Solano,California
Not applicable,M,Metropolitan,,6095250200,Solano,California
Not applicable,M,Metropolitan,,6095250300,Solano,California
Not applicable,M,Metropolitan,,6095250400,Solano,California
Not applicable,M,Metropolitan,,6095250501,Solano,California
Not applicable,M,Metropolitan,,6095251000,Solano,California
Not applicable,M,Metropolitan,,6095250502,Solano,California
Not applicable,M,Metropolitan,,6095250601,Solano,California
Not applicable,M,Metropolitan,,6095250701,Solano,California
Not applicable,M,Metropolitan,,6095250900,Solano,California
Not applicable,M,Metropolitan,,6095251400,Solano,California
Not applicable,M,Metropolitan,,6095251500,Solano,California
Not applicable,M,Metropolitan,,6095251600,Solano,California
Not applicable,M,Metropolitan,,6087110700,Santa Cruz,California
Not applicable,M,Metropolitan,,6073013604,San Diego,California
Not applicable,M,Metropolitan,,6073015602,San Diego,California
Not applicable,M,Metropolitan,,6073016401,San Diego,California
Not applicable,M,Metropolitan,,6073016402,San Diego,California
Not applicable,M,Metropolitan,,6073016701,San Diego,California
Not applicable,M,Metropolitan,,6073016804,San Diego,California
Not applicable,M,Metropolitan,,6073016702,San Diego,California
Not applicable,M,Metropolitan,,6073016811,San Diego,California
Not applicable,M,Metropolitan,,6073015405,San Diego,California
Not applicable,M,Metropolitan,,6073015404,San Diego,California
Not applicable,M,Metropolitan,,6073015406,San Diego,California
Not applicable,M,Metropolitan,,6073016810,San Diego,California
Not applicable,M,Metropolitan,,6073016809,San Diego,California
Not applicable,M,Metropolitan,,6073016807,San Diego,California
Not applicable,M,Metropolitan,,6073016806,San Diego,California
Not applicable,N,Non-Metropolitan,,6077005126,San Joaquin,California
Not applicable,N,Non-Metropolitan,,6077005125,San Joaquin,California
Not applicable,N,Non-Metropolitan,,6077005127,San Joaquin,California
Not applicable,N,Non-Metropolitan,,6077005109,San Joaquin,California
Not applicable,N,Non-Metropolitan,,6077005124,San Joaquin,California
Not applicable,N,Non-Metropolitan,,6077005108,San Joaquin,California
Not applicable,N,Non-Metropolitan,,6077005110,San Joaquin,California
Not applicable,N,Non-Metropolitan,,6077005114,San Joaquin,California
Not applicable,N,Non-Metropolitan,,6077005119,San Joaquin,California
Not applicable,N,Non-Metropolitan,,6077005122,San Joaquin,California
Not applicable,N,Non-Metropolitan,,6077005123,San Joaquin,California
Not applicable,N,Non-Metropolitan,,6077005403,San Joaquin,California
Not applicable,N,Non-Metropolitan,,6077005202,San Joaquin,California
Not applicable,N,Non-Metropolitan,,6077005302,San Joaquin,California
Not applicable,N,Non-Metropolitan,,6077005303,San Joaquin,California
Not applicable,N,Non-Metropolitan,,6077005305,San Joaquin,California
Not applicable,M,Metropolitan,,6099002604,Stanislaus,California
Not applicable,M,Metropolitan,,6099000506,Stanislaus,California
Not applicable,M,Metropolitan,,6099003400,Stanislaus,California
Not applicable,M,Metropolitan,,6099003500,Stanislaus,California
Not applicable,M,Metropolitan,,6099003202,Stanislaus,California
Not applicable,M,Metropolitan,,6099003300,Stanislaus,California
Not applicable,M,Metropolitan,,6099003100,Stanislaus,California
Not applicable,M,Metropolitan,,6099003201,Stanislaus,California
Not applicable,M,Metropolitan,,6099002200,Stanislaus,California
Not applicable,M,Metropolitan,,6099002301,Stanislaus,California
Not applicable,M,Metropolitan,,6099002501,Stanislaus,California
Not applicable,M,Metropolitan,,6099002302,Stanislaus,California
Not applicable,M,Metropolitan,,6099002100,Stanislaus,California
Not applicable,M,Metropolitan,,6099001603,Stanislaus,California
Not applicable,M,Metropolitan,,6099001604,Stanislaus,California
Not applicable,M,Metropolitan,,6099001800,Stanislaus,California
Not applicable,M,Metropolitan,,6099001900,Stanislaus,California
Not applicable,M,Metropolitan,,6099001100,Stanislaus,California
Not applicable,M,Metropolitan,,6099001500,Stanislaus,California
Not applicable,M,Metropolitan,,6099001601,Stanislaus,California
Not applicable,M,Metropolitan,,6099001200,Stanislaus,California
Not applicable,M,Metropolitan,,6099001300,Stanislaus,California
Not applicable,M,Metropolitan,,6099001400,Stanislaus,California
Not applicable,M,Metropolitan,,6099000805,Stanislaus,California
Not applicable,M,Metropolitan,,6099000503,Stanislaus,California
Not applicable,M,Metropolitan,,6099000504,Stanislaus,California
Not applicable,M,Metropolitan,,6099000807,Stanislaus,California
Not applicable,M,Metropolitan,,6099000501,Stanislaus,California
Not applicable,M,Metropolitan,,6099000602,Stanislaus,California
Not applicable,M,Metropolitan,,6099000801,Stanislaus,California
Not applicable,M,Metropolitan,,6099000803,Stanislaus,California
Not applicable,M,Metropolitan,,6099001700,Stanislaus,California
Not applicable,M,Metropolitan,,6099000806,Stanislaus,California
Not applicable,M,Metropolitan,,6099002603,Stanislaus,California
Not applicable,M,Metropolitan,,6099000505,Stanislaus,California
Not applicable,M,Metropolitan,,6099002701,Stanislaus,California
Not applicable,M,Metropolitan,,6099002702,Stanislaus,California
Not applicable,M,Metropolitan,,6099000601,Stanislaus,California
Not applicable,M,Metropolitan,,6099002801,Stanislaus,California
Not applicable,M,Metropolitan,,6099003908,Stanislaus,California
Not applicable,M,Metropolitan,,6099003909,Stanislaus,California
Not applicable,M,Metropolitan,,6099003906,Stanislaus,California
Not applicable,M,Metropolitan,,6099002602,Stanislaus,California
Not applicable,M,Metropolitan,,6099003907,Stanislaus,California
Not applicable,M,Metropolitan,,6099000302,Stanislaus,California
Not applicable,M,Metropolitan,,6099002803,Stanislaus,California
Not applicable,M,Metropolitan,,6099003905,Stanislaus,California
Not applicable,M,Metropolitan,,6099003904,Stanislaus,California
Not applicable,M,Metropolitan,,6099002605,Stanislaus,California
Not applicable,M,Metropolitan,,6099000404,Stanislaus,California
Not applicable,M,Metropolitan,,6099000402,Stanislaus,California
Not applicable,M,Metropolitan,,6099000203,Stanislaus,California
Not applicable,M,Metropolitan,,6099000301,Stanislaus,California
Not applicable,M,Metropolitan,,6099000906,Stanislaus,California
Not applicable,M,Metropolitan,,6099000907,Stanislaus,California
Not applicable,M,Metropolitan,,6099000911,Stanislaus,California
Not applicable,M,Metropolitan,,6099001002,Stanislaus,California
Not applicable,M,Metropolitan,,6099000403,Stanislaus,California
Not applicable,M,Metropolitan,,6099002004,Stanislaus,California
Not applicable,M,Metropolitan,,6099002002,Stanislaus,California
Not applicable,M,Metropolitan,,6099001001,Stanislaus,California
Not applicable,M,Metropolitan,,6099000912,Stanislaus,California
Not applicable,M,Metropolitan,,6099000101,Stanislaus,California
Not applicable,M,Metropolitan,,6099000201,Stanislaus,California
Not applicable,M,Metropolitan,,6099000909,Stanislaus,California
Not applicable,M,Metropolitan,,6099000908,Stanislaus,California
Not applicable,M,Metropolitan,,6099000202,Stanislaus,California
Not applicable,M,Metropolitan,,6099000905,Stanislaus,California
Not applicable,M,Metropolitan,,6099003002,Stanislaus,California
Not applicable,M,Metropolitan,,6099002902,Stanislaus,California
Not applicable,M,Metropolitan,,6099003803,Stanislaus,California
Not applicable,M,Metropolitan,,6099003001,Stanislaus,California
Not applicable,M,Metropolitan,,6099003802,Stanislaus,California
Not applicable,M,Metropolitan,,6099002802,Stanislaus,California
Not applicable,M,Metropolitan,,6099000303,Stanislaus,California
Not applicable,M,Metropolitan,,6099000304,Stanislaus,California
Not applicable,M,Metropolitan,,6099003604,Stanislaus,California
Not applicable,M,Metropolitan,,6099003700,Stanislaus,California
Not applicable,M,Metropolitan,,6099003603,Stanislaus,California
Not applicable,M,Metropolitan,,6099000910,Stanislaus,California
Not applicable,M,Metropolitan,,6099000102,Stanislaus,California
Not applicable,M,Metropolitan,,6099002901,Stanislaus,California
Not applicable,N,Non-Metropolitan,,6107000100,Tulare,California
Not applicable,N,Non-Metropolitan,,6107001902,Tulare,California
Not applicable,N,Non-Metropolitan,,6107002002,Tulare,California
Not applicable,N,Non-Metropolitan,,6107002003,Tulare,California
Not applicable,N,Non-Metropolitan,,6107001800,Tulare,California
Not applicable,N,Non-Metropolitan,,6107001901,Tulare,California
Not applicable,N,Non-Metropolitan,,6107001704,Tulare,California
Not applicable,N,Non-Metropolitan,,6107000302,Tulare,California
Not applicable,N,Non-Metropolitan,,6107000201,Tulare,California
Not applicable,N,Non-Metropolitan,,6107000402,Tulare,California
Not applicable,N,Non-Metropolitan,,6107000401,Tulare,California
Not applicable,N,Non-Metropolitan,,6107000501,Tulare,California
Not applicable,N,Non-Metropolitan,,6107000202,Tulare,California
Not applicable,N,Non-Metropolitan,,6107000502,Tulare,California
Not applicable,N,Non-Metropolitan,,6107000600,Tulare,California
Not applicable,N,Non-Metropolitan,,6107001703,Tulare,California
Not applicable,N,Non-Metropolitan,,6107001602,Tulare,California
Not applicable,N,Non-Metropolitan,,6107001701,Tulare,California
Not applicable,N,Non-Metropolitan,,6107001601,Tulare,California
Not applicable,N,Non-Metropolitan,,6107001502,Tulare,California
Not applicable,N,Non-Metropolitan,,6107001501,Tulare,California
Not applicable,N,Non-Metropolitan,,6107001302,Tulare,California
Not applicable,N,Non-Metropolitan,,6107001301,Tulare,California
Not applicable,N,Non-Metropolitan,,6107001400,Tulare,California
Not applicable,N,Non-Metropolitan,,6107001004,Tulare,California
Not applicable,N,Non-Metropolitan,,6107001005,Tulare,California
Not applicable,N,Non-Metropolitan,,6107001003,Tulare,California
Not applicable,N,Non-Metropolitan,,6107000800,Tulare,California
Not applicable,N,Non-Metropolitan,,6107001200,Tulare,California
Not applicable,N,Non-Metropolitan,,6107001006,Tulare,California
Not applicable,N,Non-Metropolitan,,6107001100,Tulare,California
Not applicable,N,Non-Metropolitan,,6107000702,Tulare,California
Not applicable,N,Non-Metropolitan,,6107002304,Tulare,California
Not applicable,N,Non-Metropolitan,,6107002400,Tulare,California
Not applicable,N,Non-Metropolitan,,6107002303,Tulare,California
Not applicable,N,Non-Metropolitan,,6107002302,Tulare,California
Not applicable,N,Non-Metropolitan,,6107002901,Tulare,California
Not applicable,N,Non-Metropolitan,,6107002800,Tulare,California
Not applicable,N,Non-Metropolitan,,6107002602,Tulare,California
Not applicable,N,Non-Metropolitan,,6107002601,Tulare,California
Not applicable,N,Non-Metropolitan,,6107002904,Tulare,California
Not applicable,N,Non-Metropolitan,,6107003001,Tulare,California
Not applicable,N,Non-Metropolitan,,6107002903,Tulare,California
Not applicable,N,Non-Metropolitan,,6107002008,Tulare,California
Not applicable,N,Non-Metropolitan,,6107002007,Tulare,California
Not applicable,N,Non-Metropolitan,,6107002202,Tulare,California
Not applicable,N,Non-Metropolitan,,6107002500,Tulare,California
Not applicable,N,Non-Metropolitan,,6107002009,Tulare,California
Not applicable,N,Non-Metropolitan,,6107002006,Tulare,California
Not applicable,N,Non-Metropolitan,,6107002100,Tulare,California
Not applicable,N,Non-Metropolitan,,6107002004,Tulare,California
Not applicable,N,Non-Metropolitan,,6107000900,Tulare,California
Not applicable,N,Non-Metropolitan,,6107000301,Tulare,California
Not applicable,N,Non-Metropolitan,,6107003300,Tulare,California
Not applicable,N,Non-Metropolitan,,6107003002,Tulare,California
Not applicable,N,Non-Metropolitan,,6107003100,Tulare,California
Not applicable,N,Non-Metropolitan,,6107000701,Tulare,California
Not applicable,N,Non-Metropolitan,,6093,Siskiyou,California
Not applicable,N,Non-Metropolitan,,6023,Humboldt,California
Not applicable,M,Metropolitan,,51760010900,Richmond City,Virginia
Not applicable,M,Metropolitan,,51760011000,Richmond City,Virginia
Not applicable,M,Metropolitan,,51760020100,Richmond City,Virginia
Not applicable,M,Metropolitan,,51760020400,Richmond City,Virginia
Not applicable,M,Metropolitan,,51760020500,Richmond City,Virginia
Not applicable,M,Metropolitan,,51760020600,Richmond City,Virginia
Not applicable,M,Metropolitan,,51760020700,Richmond City,Virginia
Not applicable,M,Metropolitan,,51760020800,Richmond City,Virginia
Not applicable,M,Metropolitan,,51760040400,Richmond City,Virginia
Not applicable,M,Metropolitan,,51760030500,Richmond City,Virginia
Not applicable,M,Metropolitan,,51760040300,Richmond City,Virginia
Not applicable,M,Metropolitan,,51760040500,Richmond City,Virginia
Not applicable,M,Metropolitan,,51760040600,Richmond City,Virginia
Not applicable,M,Metropolitan,,51760040700,Richmond City,Virginia
Not applicable,M,Metropolitan,,51760030200,Richmond City,Virginia
Not applicable,M,Metropolitan,,51760030100,Richmond City,Virginia
Not applicable,M,Metropolitan,,4400754640,Providence,Rhode Island
