Degree_of_Shortage,Metropolitan_Indicator_Code,Metropolitan_Indicator_Desc,Percent_Pop_Below_Poverty,Geography_ID,County_Name,State_Name
Not applicable,0,Unknown,,6029003804,Kern,California
Not applicable,0,Unknown,,6029003805,Kern,California
Not applicable,0,Unknown,,6029003806,Kern,California
Not applicable,0,Unknown,,6029003809,Kern,California
Not applicable,0,Unknown,,6029003811,Kern,California
Not applicable,0,Unknown,,6029002806,Kern,California
Not applicable,0,Unknown,,6029002807,Kern,California
Not applicable,0,Unknown,,6029002808,Kern,California
Not applicable,0,Unknown,,6029002816,Kern,California
Not applicable,0,Unknown,,6029002817,Kern,California
Not applicable,0,Unknown,,6029002818,Kern,California
Not applicable,0,Unknown,,6029002819,Kern,California
Not applicable,0,Unknown,,6029003202,Kern,California
Not applicable,0,Unknown,,6029003203,Kern,California
Not applicable,0,Unknown,,6029003205,Kern,California
Not applicable,0,Unknown,,6029003810,Kern,California
Not applicable,0,Unknown,,6029003206,Kern,California
Not applicable,0,Unknown,,6029003204,Kern,California
Not applicable,0,Unknown,,6029002400,Kern,California
Not applicable,0,Unknown,,6029002813,Kern,California
Not applicable,0,Unknown,,6029002700,Kern,California
Not applicable,0,Unknown,,6029002500,Kern,California
Not applicable,0,Unknown,,6029003112,Kern,California
Not applicable,0,Unknown,,6029003122,Kern,California
Not applicable,0,Unknown,,6029002812,Kern,California
Not applicable,0,Unknown,,6029003113,Kern,California
Not applicable,0,Unknown,,6029003124,Kern,California
Not applicable,0,Unknown,,6029003123,Kern,California
Not applicable,0,Unknown,,6029002900,Kern,California
Not applicable,0,Unknown,,6029001102,Kern,California
Not applicable,0,Unknown,,6029000903,Kern,California
Not applicable,0,Unknown,,6029000904,Kern,California
Not applicable,0,Unknown,,6029001103,Kern,California
Not applicable,0,Unknown,,6029002600,Kern,California
Not applicable,0,Unknown,,6029002820,Kern,California
Not applicable,0,Unknown,,6029003121,Kern,California
Not applicable,0,Unknown,,6029003807,Kern,California
Not applicable,0,Unknown,,6029003115,Kern,California
Not applicable,0,Unknown,,6029000101,Kern,California
Not applicable,0,Unknown,,6029000102,Kern,California
Not applicable,0,Unknown,,6029000200,Kern,California
Not applicable,0,Unknown,,6029000300,Kern,California
Not applicable,0,Unknown,,6029000400,Kern,California
Not applicable,0,Unknown,,6029000503,Kern,California
Not applicable,0,Unknown,,6029000504,Kern,California
Not applicable,0,Unknown,,6029000507,Kern,California
Not applicable,0,Unknown,,6029000600,Kern,California
Not applicable,0,Unknown,,6029000700,Kern,California
Not applicable,0,Unknown,,6029000908,Kern,California
Not applicable,0,Unknown,,6029000909,Kern,California
Not applicable,0,Unknown,,6029000910,Kern,California
Not applicable,0,Unknown,,6029001400,Kern,California
Not applicable,0,Unknown,,6029001000,Kern,California
Not applicable,0,Unknown,,6029001500,Kern,California
Not applicable,0,Unknown,,6029001101,Kern,California
Not applicable,0,Unknown,,6029001600,Kern,California
Not applicable,0,Unknown,,6029001300,Kern,California
Not applicable,0,Unknown,,6029001700,Kern,California
Not applicable,0,Unknown,,6029001801,Kern,California
Not applicable,0,Unknown,,6029001802,Kern,California
Not applicable,0,Unknown,,6029000505,Kern,California
Not applicable,0,Unknown,,6029001902,Kern,California
Not applicable,0,Unknown,,6029002302,Kern,California
Not applicable,0,Unknown,,6029002000,Kern,California
Not applicable,0,Unknown,,6029002200,Kern,California
Not applicable,0,Unknown,,6029000800,Kern,California
Not applicable,0,Unknown,,6029000907,Kern,California
Not applicable,0,Unknown,,6029001202,Kern,California
Not applicable,0,Unknown,,6029000506,Kern,California
Not applicable,0,Unknown,,6029000906,Kern,California
Not applicable,0,Unknown,,6029002100,Kern,California
Not applicable,0,Unknown,,6029003000,Kern,California
Not applicable,0,Unknown,,6029002815,Kern,California
Not applicable,0,Unknown,,6029003114,Kern,California
Not applicable,0,Unknown,,6029000905,Kern,California
Not applicable,0,Unknown,,6029001901,Kern,California
Not applicable,0,Unknown,,6029001201,Kern,California
Not applicable,0,Unknown,,6029002301,Kern,California
Not applicable,0,Unknown,,6029003808,Kern,California
Not applicable,0,Unknown,,6029002811,Kern,California
Not applicable,0,Unknown,,6029002821,Kern,California
Not applicable,0,Unknown,,6029003103,Kern,California
Not applicable,0,Unknown,,6029002814,Kern,California
Not applicable,0,Unknown,,6029000902,Kern,California
Not applicable,0,Unknown,,6029005104,Kern,California
Not applicable,0,Unknown,,6029002804,Kern,California
Not applicable,0,Unknown,,6023,Humboldt,California
0.2,0,Unknown,,POINT,Logan,Illinois
12,0,Unknown,,POINT,Fairbanks North Star,Alaska
Not applicable,0,Unknown,,49035,Salt Lake,Utah
Not applicable,0,Unknown,,2300386865,Aroostook,Maine
Not applicable,0,Unknown,,2300379865,Aroostook,Maine
Not applicable,0,Unknown,,2300373472,Aroostook,Maine
Not applicable,0,Unknown,,2300365200,Aroostook,Maine
Not applicable,0,Unknown,,2300364780,Aroostook,Maine
Not applicable,0,Unknown,,2300365025,Aroostook,Maine
Not applicable,0,Unknown,,2300300800,Aroostook,Maine
Not applicable,0,Unknown,,2300348575,Aroostook,Maine
Not applicable,0,Unknown,,2300342520,Aroostook,Maine
Not applicable,0,Unknown,,2300326735,Aroostook,Maine
Not applicable,0,Unknown,,2300325755,Aroostook,Maine
Not applicable,0,Unknown,,2300319420,Aroostook,Maine
Not applicable,0,Unknown,8.8,19045,Clinton,Iowa
Not applicable,0,Unknown,8.8,19097,Jackson,Iowa
Not applicable,0,Unknown,8.8,19061,Dubuque,Iowa
Not applicable,0,Unknown,,12087971001,Monroe,Florida
Not applicable,0,Unknown,,12087971502,Monroe,Florida
Not applicable,0,Unknown,,12087971600,Monroe,Florida
Not applicable,0,Unknown,,12087971401,Monroe,Florida
Not applicable,0,Unknown,,12087971402,Monroe,Florida
Not applicable,0,Unknown,,12087971501,Monroe,Florida
Not applicable,0,Unknown,,12087971700,Monroe,Florida
Not applicable,0,Unknown,,12087971800,Monroe,Florida
Not applicable,0,Unknown,,12087971100,Monroe,Florida
Not applicable,0,Unknown,,12087971002,Monroe,Florida
Not applicable,0,Unknown,,12087971200,Monroe,Florida
Not applicable,0,Unknown,,12087971300,Monroe,Florida
Not applicable,0,Unknown,,12087971900,Monroe,Florida
Not applicable,0,Unknown,,12087972000,Monroe,Florida
Not applicable,0,Unknown,,12087972100,Monroe,Florida
Not applicable,0,Unknown,,12087972200,Monroe,Florida
Not applicable,0,Unknown,,12087972500,Monroe,Florida
Not applicable,0,Unknown,,12087972600,Monroe,Florida
Not applicable,0,Unknown,,12087980100,Monroe,Florida
Not applicable,0,Unknown,,12087990000,Monroe,Florida
Not applicable,0,Unknown,,12087972300,Monroe,Florida
Not applicable,0,Unknown,,12087972400,Monroe,Florida
Not applicable,0,Unknown,35.9,1209990143,Palm Beach,Florida
Not applicable,0,Unknown,7.6,1208793471,Monroe,Florida
Not applicable,0,Unknown,,12127,Volusia,Florida
Not applicable,0,Unknown,15.7,5051,Garland,Arkansas
Not applicable,0,Unknown,15.7,5109,Pike,Arkansas
Not applicable,0,Unknown,15.7,5019,Clark,Arkansas
Not applicable,0,Unknown,15.7,5059,Hot Spring,Arkansas
Not applicable,0,Unknown,15.7,5097,Montgomery,Arkansas
Not applicable,0,Unknown,17.5,5031,Craighead,Arkansas
Not applicable,0,Unknown,17.5,5021,Clay,Arkansas
Not applicable,0,Unknown,17.5,5055,Greene,Arkansas
Not applicable,0,Unknown,17.5,5111,Poinsett,Arkansas
Not applicable,0,Unknown,17.5,5075,Lawrence,Arkansas
Not applicable,0,Unknown,17.5,5093,Mississippi,Arkansas
Not applicable,0,Unknown,17.5,5121,Randolph,Arkansas
Not applicable,0,Unknown,15.7,5023,Cleburne,Arkansas
Not applicable,0,Unknown,15.7,5067,Jackson,Arkansas
Not applicable,0,Unknown,15.7,5065,Izard,Arkansas
Not applicable,0,Unknown,15.7,5063,Independence,Arkansas
Not applicable,0,Unknown,15.7,5135,Sharp,Arkansas
Not applicable,0,Unknown,15.7,5137,Stone,Arkansas
Not applicable,0,Unknown,15.7,5147,Woodruff,Arkansas
Not applicable,0,Unknown,15.7,5049,Fulton,Arkansas
Not applicable,0,Unknown,15.7,5141,Van Buren,Arkansas
Not applicable,0,Unknown,15.7,5145,White,Arkansas
,N,Non-Metropolitan,,POINT,Jefferson,Kentucky
,N,Non-Metropolitan,,POINT,Lincoln,Kentucky
,N,Non-Metropolitan,,POINT,Boyle,Kentucky
,N,Non-Metropolitan,,POINT,Mercer,Kentucky
,N,Non-Metropolitan,,POINT,Garrard,Kentucky
,N,Non-Metropolitan,,POINT,Webster,Kentucky
,N,Non-Metropolitan,,POINT,Hancock,Kentucky
,N,Non-Metropolitan,,POINT,Union,Kentucky
,N,Non-Metropolitan,,POINT,Ohio,Kentucky
,M,Metropolitan,,POINT,Cook,Illinois
,M,Metropolitan,,POINT,DuPage,Illinois
,M,Metropolitan,,POINT,Cook,Illinois
,M,Metropolitan,,POINT,Stanislaus,California
Not applicable,N,Non-Metropolitan,,55101000200,Racine,Wisconsin
Not applicable,N,Non-Metropolitan,,55101000100,Racine,Wisconsin
Not applicable,N,Non-Metropolitan,,55101000300,Racine,Wisconsin
Not applicable,N,Non-Metropolitan,,55101000400,Racine,Wisconsin
Not applicable,N,Non-Metropolitan,,55101000500,Racine,Wisconsin
Not applicable,M,Metropolitan,,55079015900,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079016000,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079018600,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079018800,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079020100,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079017500,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079017400,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079017200,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079017300,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079020400,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079018700,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079186500,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079186600,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079186800,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079016200,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079015700,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079016300,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079017100,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079020500,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079016100,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079016400,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079016500,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079016600,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079016800,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079016900,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079016700,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079018000,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079018900,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079015800,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079017600,Milwaukee,Wisconsin
Not applicable,M,Metropolitan,,55079017000,Milwaukee,Wisconsin
Not applicable,N,Non-Metropolitan,,55091,Pepin,Wisconsin
Not applicable,N,Non-Metropolitan,,55085,Oneida,Wisconsin
Not applicable,N,Non-Metropolitan,,55081,Monroe,Wisconsin
Not applicable,N,Non-Metropolitan,,55033,Dunn,Wisconsin
Not applicable,N,Non-Metropolitan,,48367,Parker,Texas
Not applicable,N,Non-Metropolitan,,48199,Hardin,Texas
Not applicable,N,Non-Metropolitan,,48181,Grayson,Texas
Not applicable,N,Non-Metropolitan,,48139,Ellis,Texas
Not applicable,N,Non-Metropolitan,,48091,Comal,Texas
Not applicable,N,Non-Metropolitan,,37009,Ashe,North Carolina
Not applicable,N,Non-Metropolitan,,30023,Deer Lodge,Montana
Not applicable,N,Non-Metropolitan,,30093,Silver Bow,Montana
Not applicable,F,Frontier,,30097,Sweet Grass,Montana
Not applicable,F,Frontier,,30077,Powell,Montana
Not applicable,N,Non-Metropolitan,,29107,Lafayette,Missouri
Not applicable,N,Non-Metropolitan,,29101,Johnson,Missouri
Not applicable,N,Non-Metropolitan,,29037,Cass,Missouri
Not applicable,N,Non-Metropolitan,,2500182525,Barnstable,Massachusetts
Not applicable,N,Non-Metropolitan,,2500103690,Barnstable,Massachusetts
Not applicable,N,Non-Metropolitan,,2500129020,Barnstable,Massachusetts
Not applicable,N,Non-Metropolitan,,2500116775,Barnstable,Massachusetts
Not applicable,M,Metropolitan,,22089,St. Charles,Louisiana
Not applicable,N,Non-Metropolitan,,18153,Sullivan,Indiana
Not applicable,N,Non-Metropolitan,,18149,Starke,Indiana
Not applicable,N,Non-Metropolitan,,6089,Shasta,California
Not applicable,N,Non-Metropolitan,,6063,Plumas,California
Not applicable,N,Non-Metropolitan,,6017,El Dorado,California
Not applicable,F,Frontier,,2050,Bethel,Alaska
Not applicable,F,Frontier,,2270,Not Determined,Alaska
Not applicable,M,Metropolitan,,25005651200,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005651700,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005650900,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005650500,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005650600,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005650101,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005650102,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005650201,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005650202,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005650800,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005650300,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005650400,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005990000,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005651800,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005652600,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005652700,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005652800,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005651001,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005651002,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005651100,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005651300,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005651400,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005651500,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005651600,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005652500,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005651900,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005652000,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005652100,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005652200,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005652300,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005652400,Bristol,Massachusetts
Not applicable,M,Metropolitan,,25005650700,Bristol,Massachusetts
Not applicable,N,Non-Metropolitan,,6081610500,San Mateo,California
Not applicable,N,Non-Metropolitan,,6081610601,San Mateo,California
Not applicable,N,Non-Metropolitan,,6081610602,San Mateo,California
Not applicable,N,Non-Metropolitan,,6081610400,San Mateo,California
Not applicable,N,Non-Metropolitan,,6081610203,San Mateo,California
Not applicable,N,Non-Metropolitan,,6081610302,San Mateo,California
Not applicable,N,Non-Metropolitan,,6081610201,San Mateo,California
Not applicable,N,Non-Metropolitan,,6081612100,San Mateo,California
Not applicable,N,Non-Metropolitan,,6081612000,San Mateo,California
Not applicable,N,Non-Metropolitan,,6081611900,San Mateo,California
Not applicable,N,Non-Metropolitan,,6081990100,San Mateo,California
Not applicable,N,Non-Metropolitan,,6081610700,San Mateo,California
Not applicable,N,Non-Metropolitan,,6081610800,San Mateo,California
Not applicable,N,Non-Metropolitan,,6081611700,San Mateo,California
Not applicable,N,Non-Metropolitan,,6081611800,San Mateo,California
Not applicable,N,Non-Metropolitan,,6073990100,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008901,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008800,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008512,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008510,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008513,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008600,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008504,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008505,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008506,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008507,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008503,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008509,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008502,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008362,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008364,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008341,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008343,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008340,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008344,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008361,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008339,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008363,San Diego,California
Not applicable,N,Non-Metropolitan,,6073009000,San Diego,California
Not applicable,N,Non-Metropolitan,,6073009102,San Diego,California
Not applicable,N,Non-Metropolitan,,6073008307,San Diego,California
Not applicable,N,Non-Metropolitan,,6073007800,San Diego,California
Not applicable,N,Non-Metropolitan,,6073007600,San Diego,California
,N,Non-Metropolitan,,POINT,Waukesha,Wisconsin
,N,Non-Metropolitan,,POINT,Goochland,Virginia
,N,Non-Metropolitan,,POINT,Pulaski,Virginia
,N,Non-Metropolitan,,POINT,Botetourt,Virginia
,N,Non-Metropolitan,,POINT,Mecklenburg,Virginia
,N,Non-Metropolitan,,POINT,Buchanan,Virginia
,N,Non-Metropolitan,,POINT,Bland,Virginia
,N,Non-Metropolitan,,POINT,Buckingham,Virginia
,N,Non-Metropolitan,,POINT,Southampton,Virginia
,N,Non-Metropolitan,,POINT,Buckingham,Virginia
,N,Non-Metropolitan,,POINT,Richmond,Virginia
,N,Non-Metropolitan,,POINT,Wise,Virginia
,N,Non-Metropolitan,,POINT,Mecklenburg,Virginia
,N,Non-Metropolitan,,POINT,Lunenburg,Virginia
,N,Non-Metropolitan,,POINT,Wise,Virginia
,N,Non-Metropolitan,,POINT,Goochland,Virginia
,N,Non-Metropolitan,,POINT,Chesapeake City,Virginia
,N,Non-Metropolitan,,POINT,Chesapeake City,Virginia
,N,Non-Metropolitan,,POINT,Southampton,Virginia
,N,Non-Metropolitan,,POINT,Sussex,Virginia
,N,Non-Metropolitan,,POINT,Sussex,Virginia
,N,Non-Metropolitan,,POINT,Goochland,Virginia
,N,Non-Metropolitan,,POINT,Culpeper,Virginia
,M,Metropolitan,,POINT,Bastrop,Texas
,N,Non-Metropolitan,,POINT,Howard,Texas
,M,Metropolitan,,POINT,Tarrant,Texas
,M,Metropolitan,,POINT,El Paso,Texas
,M,Metropolitan,,POINT,Dallas,Texas
,M,Metropolitan,,POINT,Bowie,Texas
,M,Metropolitan,,POINT,Cambria,Pennsylvania
,N,Non-Metropolitan,,POINT,Huntingdon,Pennsylvania
,M,Metropolitan,,POINT,Columbiana,Ohio
,M,Metropolitan,,POINT,Lancaster,Nebraska
,N,Non-Metropolitan,,POINT,Lancaster,Nebraska
,N,Non-Metropolitan,,POINT,Pine,Minnesota
,N,Non-Metropolitan,,POINT,Waseca,Minnesota
,N,Non-Metropolitan,,POINT,Branch,Michigan
,N,Non-Metropolitan,,POINT,Chippewa,Michigan
,N,Non-Metropolitan,,POINT,Manistee,Michigan
,M,Metropolitan,,POINT,Lapeer,Michigan
,N,Non-Metropolitan,,POINT,Montcalm,Michigan
,M,Metropolitan,,POINT,Ionia,Michigan
,M,Metropolitan,,POINT,Wayne,Michigan
,N,Non-Metropolitan,,POINT,Arenac,Michigan
,N,Non-Metropolitan,,POINT,Marquette,Michigan
,N,Non-Metropolitan,,POINT,Chippewa,Michigan
,M,Metropolitan,,POINT,Middlesex,Massachusetts
,M,Metropolitan,,POINT,Boyd,Kentucky
,N,Non-Metropolitan,,POINT,Butler,Kansas
,N,Non-Metropolitan,,POINT,Leavenworth,Kansas
,N,Non-Metropolitan,,POINT,Ellsworth,Kansas
,N,Non-Metropolitan,,POINT,Norton,Kansas
,N,Non-Metropolitan,,POINT,Parke,Indiana
,N,Non-Metropolitan,,POINT,Will,Illinois
,N,Non-Metropolitan,,POINT,Saline,Illinois
,N,Non-Metropolitan,,POINT,Wilcox,Georgia
,M,Metropolitan,,POINT,DeKalb,Georgia
,M,Metropolitan,,POINT,Leon,Florida
,M,Metropolitan,,POINT,Lake,Florida
,M,Metropolitan,,POINT,Jefferson,Colorado
,N,Non-Metropolitan,,POINT,Denver,Colorado
,N,Non-Metropolitan,,POINT,Bent,Colorado
,N,Non-Metropolitan,,POINT,Fremont,Colorado
,N,Non-Metropolitan,,POINT,Fremont,Colorado
,M,Metropolitan,,POINT,Monterey,California
,M,Metropolitan,,POINT,Alameda,California
,N,Non-Metropolitan,,POINT,Graham,Arizona
,N,Non-Metropolitan,,POINT,Escambia,Alabama
,N,Non-Metropolitan,,POINT,Bullock,Alabama
,N,Non-Metropolitan,,POINT,Juneau,Wisconsin
,M,Metropolitan,,POINT,Richland,South Carolina
,N,Non-Metropolitan,,POINT,Cayuga,New York
,N,Non-Metropolitan,,POINT,Pawnee,Kansas
,N,Non-Metropolitan,,POINT,Labette,Kansas
,N,Non-Metropolitan,,POINT,Union,Illinois
,N,Non-Metropolitan,,POINT,Floyd,Georgia
,N,Non-Metropolitan,,POINT,DeSoto,Florida
Not applicable,M,Metropolitan,,36057,Montgomery,New York
,N,Non-Metropolitan,,POINT,Queen Anne's,Maryland
,N,Non-Metropolitan,,POINT,McLean,Kentucky
,M,Metropolitan,,POINT,Cook,Illinois
,M,Metropolitan,,POINT,Cook,Illinois
,M,Metropolitan,,POINT,Cook,Illinois
,M,Metropolitan,,POINT,Cook,Illinois
,M,Metropolitan,,POINT,Los Angeles,California
,M,Metropolitan,,POINT,Maricopa,Arizona
Not applicable,N,Non-Metropolitan,,55093,Pierce,Wisconsin
Not applicable,N,Non-Metropolitan,,55039,Fond du Lac,Wisconsin
Not applicable,M,Metropolitan,,51550020600,Chesapeake City,Virginia
Not applicable,M,Metropolitan,,51550020100,Chesapeake City,Virginia
Not applicable,M,Metropolitan,,51550020200,Chesapeake City,Virginia
Not applicable,M,Metropolitan,,51550020300,Chesapeake City,Virginia
Not applicable,M,Metropolitan,,51550020400,Chesapeake City,Virginia
Not applicable,M,Metropolitan,,51550020903,Chesapeake City,Virginia
Not applicable,M,Metropolitan,,51550020700,Chesapeake City,Virginia
Not applicable,M,Metropolitan,,51710005000,Norfolk City,Virginia
Not applicable,M,Metropolitan,,51710005100,Norfolk City,Virginia
Not applicable,N,Non-Metropolitan,,51840,Winchester City,Virginia
Not applicable,N,Non-Metropolitan,,51187,Warren,Virginia
Not applicable,N,Non-Metropolitan,,51043,Clarke,Virginia
Not applicable,N,Non-Metropolitan,,51069,Frederick,Virginia
Not applicable,N,Non-Metropolitan,,51171,Shenandoah,Virginia
Not applicable,N,Non-Metropolitan,,51139,Page,Virginia
Not applicable,N,Non-Metropolitan,,51053,Dinwiddie,Virginia
Not applicable,N,Non-Metropolitan,,51595,Emporia City,Virginia
Not applicable,N,Non-Metropolitan,,51183,Sussex,Virginia
Not applicable,N,Non-Metropolitan,,51181,Surry,Virginia
Not applicable,N,Non-Metropolitan,,51730,Petersburg City,Virginia
Not applicable,N,Non-Metropolitan,,51670,Hopewell City,Virginia
Not applicable,N,Non-Metropolitan,,51081,Greensville,Virginia
Not applicable,N,Non-Metropolitan,,51149,Prince George,Virginia
Not applicable,N,Non-Metropolitan,,51570,Colonial Heights City,Virginia
Not applicable,N,Non-Metropolitan,,51590,Danville City,Virginia
Not applicable,N,Non-Metropolitan,,51690,Martinsville City,Virginia
Not applicable,N,Non-Metropolitan,,51143,Pittsylvania,Virginia
Not applicable,N,Non-Metropolitan,,51067,Franklin,Virginia
Not applicable,N,Non-Metropolitan,,51089,Henry,Virginia
Not applicable,N,Non-Metropolitan,,51141,Patrick,Virginia
Not applicable,M,Metropolitan,,50013,Grand Isle,Vermont
Not applicable,M,Metropolitan,,50011,Franklin,Vermont
Not applicable,N,Non-Metropolitan,,50019,Orleans,Vermont
Not applicable,N,Non-Metropolitan,,50009,Essex,Vermont
Not applicable,N,Non-Metropolitan,,50005,Caledonia,Vermont
Not applicable,M,Metropolitan,,48201220100,Harris,Texas
Not applicable,M,Metropolitan,,48201231900,Harris,Texas
Not applicable,M,Metropolitan,,48201232000,Harris,Texas
Not applicable,M,Metropolitan,,48201230700,Harris,Texas
Not applicable,M,Metropolitan,,48201230800,Harris,Texas
Not applicable,M,Metropolitan,,48201230900,Harris,Texas
Not applicable,M,Metropolitan,,48201231000,Harris,Texas
Not applicable,M,Metropolitan,,48201231100,Harris,Texas
Not applicable,M,Metropolitan,,48201231200,Harris,Texas
Not applicable,M,Metropolitan,,48201231300,Harris,Texas
Not applicable,M,Metropolitan,,48201231400,Harris,Texas
Not applicable,M,Metropolitan,,48201231500,Harris,Texas
Not applicable,M,Metropolitan,,48201231600,Harris,Texas
Not applicable,M,Metropolitan,,48201230100,Harris,Texas
Not applicable,M,Metropolitan,,48201230200,Harris,Texas
Not applicable,M,Metropolitan,,48201230300,Harris,Texas
Not applicable,M,Metropolitan,,48201230400,Harris,Texas
Not applicable,M,Metropolitan,,48201230500,Harris,Texas
Not applicable,M,Metropolitan,,48201230600,Harris,Texas
Not applicable,M,Metropolitan,,48201220800,Harris,Texas
Not applicable,M,Metropolitan,,48039,Brazoria,Texas
Not applicable,M,Metropolitan,,42131,Wyoming,Pennsylvania
Not applicable,N,Non-Metropolitan,,40115,Ottawa,Oklahoma
Not applicable,N,Non-Metropolitan,,40131,Rogers,Oklahoma
Not applicable,N,Non-Metropolitan,,40105,Nowata,Oklahoma
Not applicable,N,Non-Metropolitan,,40097,Mayes,Oklahoma
Not applicable,N,Non-Metropolitan,,40147,Washington,Oklahoma
Not applicable,N,Non-Metropolitan,,40041,Delaware,Oklahoma
Not applicable,N,Non-Metropolitan,,40035,Craig,Oklahoma
Not applicable,N,Non-Metropolitan,,37141,Pender,North Carolina
Not applicable,M,Metropolitan,,36061003602,New York,New York
Not applicable,M,Metropolitan,,36061003400,New York,New York
Not applicable,M,Metropolitan,,36061002000,New York,New York
Not applicable,M,Metropolitan,,36061000201,New York,New York
Not applicable,M,Metropolitan,,36061001600,New York,New York
Not applicable,M,Metropolitan,,36061000800,New York,New York
Not applicable,M,Metropolitan,,36061002900,New York,New York
Not applicable,M,Metropolitan,,36061002500,New York,New York
Not applicable,M,Metropolitan,,36061002202,New York,New York
Not applicable,M,Metropolitan,,36061002400,New York,New York
Not applicable,M,Metropolitan,,36061004000,New York,New York
Not applicable,M,Metropolitan,,36061002602,New York,New York
Not applicable,M,Metropolitan,,36061001800,New York,New York
Not applicable,M,Metropolitan,,36061002700,New York,New York
Not applicable,M,Metropolitan,,36061003002,New York,New York
